accession	accession_version	strain	date	region	country	division	location	length	host	release_date	update_date	sra_accessions	authors	institution	url
OR535167	OR535167.1	OR535167	2020-XX-XX	Asia	Thailand	Nakhon Ratchasima		10141	Culex quinquefasciatus	2023-10-01	2023-10-01		Phumee et al.	School of Allied Health Sciences, Walailak University, Department of Medical Technology	https://www.ncbi.nlm.nih.gov/nuccore/OR535167
OR535168	OR535168.1	OR535168	2020-XX-XX	Asia	Thailand	Nakhon Ratchasima		10141	Culex quinquefasciatus	2023-10-01	2023-10-01		Phumee et al.	School of Allied Health Sciences, Walailak University, Department of Medical Technology	https://www.ncbi.nlm.nih.gov/nuccore/OR535168
OR535169	OR535169.1	OR535169	2020-XX-XX	Asia	Thailand	Nakhon Ratchasima		10141	Homo sapiens	2023-10-01	2023-10-01		Phumee et al.	School of Allied Health Sciences, Walailak University, Department of Medical Technology	https://www.ncbi.nlm.nih.gov/nuccore/OR535169
OR701943	OR701943.1	OR701943	2021-11-11	North America	Mexico	Yucatan	Merida	217	Aedes aegypti	2024-05-01	2024-05-01		Argaez-Sierra et al.	Centro de Investigaciones Regionales Dr. Hideyo Noguchi, Laboratorio de Arbovirologia	https://www.ncbi.nlm.nih.gov/nuccore/OR701943
OR787460	OR787460.1	OR787460	2022-10-XX	North America	Mexico	Yucatan	Tekax	154	Artibeus jamaicensis	2023-11-22	2023-11-22		Yeh-Gorocica et al.	Universidad Autonoma de Yucatan, Zoonosis	https://www.ncbi.nlm.nih.gov/nuccore/OR787460
OR787461	OR787461.1	OR787461	2023-01-XX	North America	Mexico	Yucatan	Tekax	150	Sturnira parvidens	2023-11-22	2023-11-22		Yeh-Gorocica et al.	Universidad Autonoma de Yucatan, Zoonosis	https://www.ncbi.nlm.nih.gov/nuccore/OR787461
OR787462	OR787462.1	OR787462	2023-02-XX	North America	Mexico	Yucatan	Tekax	154	Glossophaga mutica	2023-11-22	2023-11-22		Yeh-Gorocica et al.	Universidad Autonoma de Yucatan, Zoonosis	https://www.ncbi.nlm.nih.gov/nuccore/OR787462
OR787463	OR787463.1	OR787463	2023-02-XX	North America	Mexico	Yucatan	Tekax	150	Glossophaga mutica	2023-11-22	2023-11-22		Yeh-Gorocica et al.	Universidad Autonoma de Yucatan, Zoonosis	https://www.ncbi.nlm.nih.gov/nuccore/OR787463
OR787464	OR787464.1	OR787464	2023-02-XX	North America	Mexico	Yucatan	Tekax	161	Glossophaga mutica	2023-11-22	2023-11-22		Yeh-Gorocica et al.	Universidad Autonoma de Yucatan, Zoonosis	https://www.ncbi.nlm.nih.gov/nuccore/OR787464
OR787465	OR787465.1	OR787465	2023-02-XX	North America	Mexico	Yucatan	Tekax	162	Glossophaga mutica	2023-11-22	2023-11-22		Yeh-Gorocica et al.	Universidad Autonoma de Yucatan, Zoonosis	https://www.ncbi.nlm.nih.gov/nuccore/OR787465
OR787466	OR787466.1	OR787466	2023-03-XX	North America	Mexico	Yucatan	Tekax	143	Artibeus jamaicensis	2023-11-22	2023-11-22		Yeh-Gorocica et al.	Universidad Autonoma de Yucatan, Zoonosis	https://www.ncbi.nlm.nih.gov/nuccore/OR787466
OR787467	OR787467.1	OR787467	2023-05-XX	North America	Mexico	Yucatan	Tekax	153	Molossus nigricans	2023-11-22	2023-11-22		Yeh-Gorocica et al.	Universidad Autonoma de Yucatan, Zoonosis	https://www.ncbi.nlm.nih.gov/nuccore/OR787467
OR787468	OR787468.1	OR787468	2023-07-XX	North America	Mexico	Yucatan	Tekax	161	Artibeus jamaicensis	2023-11-22	2023-11-22		Yeh-Gorocica et al.	Universidad Autonoma de Yucatan, Zoonosis	https://www.ncbi.nlm.nih.gov/nuccore/OR787468
PP115590	PP115590.1	PP115590	2014-XX-XX	Asia	Thailand			10747	Homo sapiens	2024-01-23	2024-01-23		Darmuzey et al.	KU Leuven, Laboratory of Virology and Chemotherapy (Rega Institute)	https://www.ncbi.nlm.nih.gov/nuccore/PP115590
PP130171	PP130171.1	PP130171	2023-05-XX	Asia	Singapore			1512	Aedes aegypti	2024-02-03	2024-02-03		Wong et al.	National Environment Agency, Environmental Health Institute	https://www.ncbi.nlm.nih.gov/nuccore/PP130171
PP130172	PP130172.1	PP130172	2023-05-XX	Asia	Singapore			1512	Aedes aegypti	2024-02-03	2024-02-03		Wong et al.	National Environment Agency, Environmental Health Institute	https://www.ncbi.nlm.nih.gov/nuccore/PP130172
PP130173	PP130173.1	PP130173	2023-06-XX	Asia	Singapore			1512	Aedes albopictus	2024-02-03	2024-02-03		Wong et al.	National Environment Agency, Environmental Health Institute	https://www.ncbi.nlm.nih.gov/nuccore/PP130173
PP130174	PP130174.1	PP130174	2023-06-XX	Asia	Singapore			1512	Aedes albopictus	2024-02-03	2024-02-03		Wong et al.	National Environment Agency, Environmental Health Institute	https://www.ncbi.nlm.nih.gov/nuccore/PP130174
PP316139	PP316139.1	PP316139	2021-05-12	North America	Haiti			10808	Homo sapiens	2024-02-14	2024-02-14		Moquin et al.	University of Florida - Gainesville, Environmental and Global Health	https://www.ncbi.nlm.nih.gov/nuccore/PP316139
PP316140	PP316140.1	PP316140	2021-12-02	North America	Haiti			10808	Homo sapiens	2024-02-14	2024-02-14		Moquin et al.	University of Florida - Gainesville, Environmental and Global Health	https://www.ncbi.nlm.nih.gov/nuccore/PP316140
PP431214	PP431214.1	PP431214	2016-02-01	South America	Colombia			10338	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431214
PP431215	PP431215.1	PP431215	2016-02-04	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431215
PP431216	PP431216.1	PP431216	2016-02-06	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431216
PP431217	PP431217.1	PP431217	2016-02-21	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431217
PP431218	PP431218.1	PP431218	2016-02-09	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431218
PP431219	PP431219.1	PP431219	2016-02-17	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431219
PP431220	PP431220.1	PP431220	2016-03-07	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431220
PP431221	PP431221.1	PP431221	2016-03-09	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431221
PP431222	PP431222.1	PP431222	2016-03-01	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431222
PP431223	PP431223.1	PP431223	2016-03-30	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431223
PP431224	PP431224.1	PP431224	2016-03-30	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431224
PP431225	PP431225.1	PP431225	2016-03-31	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431225
PP431226	PP431226.1	PP431226	2016-03-31	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431226
PP431227	PP431227.1	PP431227	2016-04-01	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431227
PP431228	PP431228.1	PP431228	2016-04-05	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431228
PP431229	PP431229.1	PP431229	2016-04-06	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431229
PP431230	PP431230.1	PP431230	2016-05-17	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431230
PP431231	PP431231.1	PP431231	2016-05-18	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431231
PP431232	PP431232.1	PP431232	2016-05-31	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431232
PP431233	PP431233.1	PP431233	2016-06-08	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431233
PP431234	PP431234.1	PP431234	2016-06-13	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431234
PP431235	PP431235.1	PP431235	2016-07-07	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431235
PP431236	PP431236.1	PP431236	2016-03-09	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431236
PP431237	PP431237.1	PP431237	2016-04-01	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431237
PP431238	PP431238.1	PP431238	2016-04-01	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431238
PP431239	PP431239.1	PP431239	2016-04-05	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431239
PP431240	PP431240.1	PP431240	2016-04-05	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431240
PP431241	PP431241.1	PP431241	2016-04-21	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431241
PP431242	PP431242.1	PP431242	2016-04-27	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431242
PP431243	PP431243.1	PP431243	2016-04-27	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431243
PP431244	PP431244.1	PP431244	2016-04-28	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431244
PP431245	PP431245.1	PP431245	2016-10-05	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431245
PP431246	PP431246.1	PP431246	2016-05-11	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431246
PP431247	PP431247.1	PP431247	2016-06-02	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431247
PP431248	PP431248.1	PP431248	2016-02-16	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431248
PP431249	PP431249.1	PP431249	2016-02-16	South America	Colombia			10595	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431249
PP431250	PP431250.1	PP431250	2016-03-01	South America	Colombia			10766	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431250
PP431251	PP431251.1	PP431251	2016-02-06	South America	Colombia			10776	Homo sapiens	2024-10-17	2024-10-17		Rivera-Franco et al.	Universidad Del Valle. Neuroinfections Emerging in the Americas Study, Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/PP431251
PP626399	PP626399.1	PP626399	2017-XX-XX	Asia	Thailand			10794	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626399
PP626400	PP626400.1	PP626400	2017-XX-XX	Asia	Thailand			10698	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626400
PP626401	PP626401.1	PP626401	2016-XX-XX	Asia	Thailand			10679	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626401
PP626402	PP626402.1	PP626402	2017-XX-XX	Asia	Thailand			10675	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626402
PP626403	PP626403.1	PP626403	2017-XX-XX	Asia	Thailand			10732	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626403
PP626404	PP626404.1	PP626404	2016-XX-XX	Asia	Thailand			10722	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626404
PP626405	PP626405.1	PP626405	2016-XX-XX	Asia	Thailand			10708	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626405
PP626406	PP626406.1	PP626406	2016-XX-XX					10766	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626406
PP626407	PP626407.1	PP626407	2016-XX-XX					10758	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626407
PP626408	PP626408.1	PP626408	2016-XX-XX	Asia	Thailand			10698	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626408
PP626409	PP626409.1	PP626409	2017-XX-XX	Asia	Thailand			10546	Homo sapiens	2024-04-23	2024-04-23		Greninger et al.	University of Washington, Virology	https://www.ncbi.nlm.nih.gov/nuccore/PP626409
PP708564	PP708564.1	PP708564	2017-08-17	North America	Costa Rica			1512	Homo sapiens	2024-07-19	2024-07-19		Soto-Garita et al.	Inciensa, Centro Nacional de Referencia de Virologia	https://www.ncbi.nlm.nih.gov/nuccore/PP708564
PP759388	PP759388.1	PP759388	2019-03-XX	North America	Cuba	Parraga	Havana	2950	Aedes aegypti	2024-05-14	2024-05-14		Gutierrez-Bugallo et al.	Institut Pasteur de la Guadeloupe, Laboratoire des Maladies Vectorielles	https://www.ncbi.nlm.nih.gov/nuccore/PP759388
PP825811	PP825811.1	PP825811	2016-XX-XX	South America	Brazil			891	Homo sapiens	2024-05-27	2024-05-27		Ferreira et al.	Fundacao Pro-Sangue/ Hemocentro de Sao Paulo, Divisao de Pesquisa e Ensino - Seguranca Transfusional	https://www.ncbi.nlm.nih.gov/nuccore/PP825811
PP872156	PP872156.1	PP872156	2016-06-27	Europe	Spain			10679		2024-06-16	2024-06-16		Mendoza et al.	Vircell S.L., I+D, Molecular Diagnostics	https://www.ncbi.nlm.nih.gov/nuccore/PP872156
PP921916	PP921916.1	PP921916	2013-05-03	Europe	Spain			10462		2024-06-30	2024-06-30		Mendoza et al.	Vircell S.L., I+D, Molecular Diagnostics	https://www.ncbi.nlm.nih.gov/nuccore/PP921916
PQ008648	PQ008648.1	PQ008648	2024-04-20	Africa	Seychelles			10633	Homo sapiens	2024-11-27	2024-11-27		Sinigaglia et al.	University of Padova, Department of Molecular Medicine	https://www.ncbi.nlm.nih.gov/nuccore/PQ008648
PQ129494	PQ129494.1	PQ129494	2023-10-23	Asia	Bangladesh			10636	Homo sapiens	2024-08-07	2024-08-07		Rahman et al.	icddr,b, iGC	https://www.ncbi.nlm.nih.gov/nuccore/PQ129494
PQ129495	PQ129495.1	PQ129495	2023-12-01	Asia	Bangladesh			10639	Homo sapiens	2024-08-07	2024-08-07		Rahman et al.	icddr,b, iGC	https://www.ncbi.nlm.nih.gov/nuccore/PQ129495
PQ129533	PQ129533.1	PQ129533	2016-01-01	South America	Suriname			10272	Homo sapiens	2024-08-07	2024-08-07		Darmuzey et al.	KU Leuven, Laboratory of Virology and Chemotherapy (Rega Institute)	https://www.ncbi.nlm.nih.gov/nuccore/PQ129533
PQ129534	PQ129534.1	PQ129534	2016-01-22	North America	Mexico			10272	Aedes sp.	2024-08-07	2024-08-07		Darmuzey et al.	KU Leuven, Laboratory of Virology and Chemotherapy (Rega Institute)	https://www.ncbi.nlm.nih.gov/nuccore/PQ129534
PQ129535	PQ129535.1	PQ129535	2015-01-01	South America	Brazil			10272	Homo sapiens	2024-08-07	2024-08-07		Darmuzey et al.	KU Leuven, Laboratory of Virology and Chemotherapy (Rega Institute)	https://www.ncbi.nlm.nih.gov/nuccore/PQ129535
PQ139122	PQ139122.1	PQ139122	2023-XX-XX	Africa	Sudan			71	Aedes aegypti	2024-08-10	2024-08-10		Ahmed et al.	Sirius Training and Research Centre, Molecular Biology	https://www.ncbi.nlm.nih.gov/nuccore/PQ139122
PQ139123	PQ139123.1	PQ139123	2023-XX-XX	Africa	Sudan			71	Aedes aegypti	2024-08-10	2024-08-10		Ahmed et al.	Sirius Training and Research Centre, Molecular Biology	https://www.ncbi.nlm.nih.gov/nuccore/PQ139123
PQ139124	PQ139124.1	PQ139124	2023-XX-XX	Africa	Sudan			71	Aedes aegypti	2024-08-10	2024-08-10		Ahmed et al.	Sirius Training and Research Centre, Molecular Biology	https://www.ncbi.nlm.nih.gov/nuccore/PQ139124
PQ139125	PQ139125.1	PQ139125	2023-XX-XX	Africa	Sudan			71	Aedes aegypti	2024-08-10	2024-08-10		Ahmed et al.	Sirius Training and Research Centre, Molecular Biology	https://www.ncbi.nlm.nih.gov/nuccore/PQ139125
PQ139126	PQ139126.1	PQ139126	2023-XX-XX	Africa	Sudan			71	Aedes aegypti	2024-08-10	2024-08-10		Ahmed et al.	Sirius Training and Research Centre, Molecular Biology	https://www.ncbi.nlm.nih.gov/nuccore/PQ139126
PQ139127	PQ139127.1	PQ139127	2023-XX-XX	Africa	Sudan			71	Aedes aegypti	2024-08-10	2024-08-10		Ahmed et al.	Sirius Training and Research Centre, Molecular Biology	https://www.ncbi.nlm.nih.gov/nuccore/PQ139127
